Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
INTERNATIONAL PLAZA,ANSON ROAD,Office,"900,000.00",473.62,"1,900",Sept-24,Strata,44,"20,455",99 yrs lease commencing from 1970,02,16 to 20
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,250,000.00",559.73,"2,233",Sept-24,Strata,52,"24,038",99 yrs lease commencing from 2014,25,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,178,845.00",559.73,"2,106",Sept-24,Strata,52,"22,670",99 yrs lease commencing from 2014,25,11 to 15
HIGH STREET PLAZA,HIGH STREET,Office,"1,750,000.00",785.77,"2,227",Sept-24,Strata,73,"23,973",999 yrs lease commencing from 1827,06,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Office,"1,000,000.00",785.77,"1,273",Sept-24,Strata,73,"13,699",99 yrs lease commencing from 1970,07,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,550,000.00","1,130.22","2,256",Sept-24,Strata,105,"24,286",99 yrs lease commencing from 2011,14,06 to 10
THE PLAZA,BEACH ROAD,Office,"655,000.00",430.56,"1,521",Sept-24,Strata,40,"16,375",99 yrs lease commencing from 1968,07,16 to 20
HOA NAM BUILDING,FOCH ROAD,Office,"381,000.00",172.22,"2,212",Sept-24,Strata,16,"23,813",Freehold,08,01 to 05
VIVA VISTA,SOUTH BUONA VISTA ROAD,Office,"288,800.00",161.46,"1,789",Sept-24,Strata,15,"19,253",Freehold,05,01 to 05
TONG BUILDING,ORCHARD ROAD,Office,"31,330,000.00","6,867.43","4,562",Sept-24,Strata,638,"49,107",Freehold,09,06 to 10
HIGH STREET PLAZA,HIGH STREET,Office,"1,550,000.00",613.55,"2,526",Aug-24,Strata,57,"27,193",999 yrs lease commencing from 1827,06,01 to 05
ORIENTAL VENTURE BUILDING,GEYLANG ROAD,Office,"1,480,000.00","1,097.93","1,348",Aug-24,Strata,102,"14,510",Freehold,14,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,975,490.00",947.23,"2,086",Aug-24,Strata,88,"22,449",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,163,581.00",559.73,"2,079",Aug-24,Strata,52,"22,377",99 yrs lease commencing from 2014,25,06 to 10
EON SHENTON,SHENTON WAY,Office,"1,200,000.00",505.91,"2,372",Aug-24,Strata,47,"25,532",99 yrs lease commencing from 2011,02,16 to 20
FORTUNE CENTRE,MIDDLE ROAD,Office,"2,580,000.00","1,679.18","1,536",Aug-24,Strata,156,"16,538",99 yrs lease commencing from 1980,07,16 to 20
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"4,395,600.00","1,776.06","2,475",Aug-24,Strata,165,"26,640",999 yrs lease commencing from 1829,06,21 to 25
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,243,076.00",559.73,"2,221",Aug-24,Strata,52,"23,905",99 yrs lease commencing from 2014,25,11 to 15
VISION EXCHANGE,VENTURE DRIVE,Office,"3,051,000.00","1,442.38","2,115",Aug-24,Strata,134,"22,769",99 yrs lease commencing from 2013,22,11 to 15
THE PLAZA,BEACH ROAD,Office,"490,000.00",301.39,"1,626",Aug-24,Strata,28,"17,500",99 yrs lease commencing from 1968,07,01 to 05
THE MODULES,JOO CHIAT ROAD,Office,"788,888.00",365.98,"2,156",Aug-24,Strata,34,"23,203",Freehold,15,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"2,700,000.00","1,388.56","1,944",Aug-24,Strata,129,"20,930",99 yrs lease commencing from 2013,22,16 to 20
TEXTILE CENTRE,JALAN SULTAN,Office,"900,000.00",882.65,"1,020",Aug-24,Strata,82,"10,976",99 yrs lease commencing from 1970,07,06 to 10
SIM LIM TOWER,JALAN BESAR,Office,"924,000.00",419.8,"2,201",Aug-24,Strata,39,"23,692",Freehold,08,11 to 15
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Office,"600,000.00",376.74,"1,593",Aug-24,Strata,35,"17,143",99 yrs lease commencing from 1979,06,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,861,000.00",979.52,"1,900",Aug-24,Strata,91,"20,451",99 yrs lease commencing from 1970,02,16 to 20
WOODS SQUARE,WOODLANDS SQUARE,Office,"3,050,000.00","1,560.78","1,954",Aug-24,Strata,145,"21,034",99 yrs lease commencing from 2014,25,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Office,"2,380,000.00","1,550.02","1,535",Aug-24,Strata,144,"16,528",99 yrs lease commencing from 1980,07,16 to 20
SOHO LIFE,JOO CHIAT ROAD,Office,"750,000.00",398.27,"1,883",Aug-24,Strata,37,"20,270",Freehold,15,01 to 05
THE MODULES,JOO CHIAT ROAD,Office,"931,000.00",452.09,"2,059",Aug-24,Strata,42,"22,167",Freehold,15,01 to 05
THE MODULES,JOO CHIAT ROAD,Office,"1,120,000.00",538.2,"2,081",Aug-24,Strata,50,"22,400",Freehold,15,01 to 05
BALMORAL PLAZA,BUKIT TIMAH ROAD,Office,"2,060,000.00",764.24,"2,695",Aug-24,Strata,71,"29,014",Freehold,10,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,888,000.00","1,119.46","1,687",Jul-24,Strata,104,"18,154",99 yrs lease commencing from 1997,07,06 to 10
TRIO,SAM LEONG ROAD,Office,"758,000.00",226.04,"3,353",Jul-24,Strata,21,"36,095",Freehold,08,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Office,"2,628,000.00","1,711.48","1,536",Jul-24,Strata,159,"16,528",99 yrs lease commencing from 1980,07,16 to 20
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"455,000.00",150.7,"3,019",Jul-24,Strata,14,"32,500",999 yrs lease commencing from 1883,21,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"550,000.00",452.09,"1,217",Jul-24,Strata,42,"13,095",99 yrs lease commencing from 1974,07,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"1,320,000.00",764.24,"1,727",Jul-24,Strata,71,"18,592",99 yrs lease commencing from 2013,22,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,174,000.00",538.2,"2,181",Jul-24,Strata,50,"23,480",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,068,000.00",484.38,"2,205",Jul-24,Strata,45,"23,733",99 yrs lease commencing from 2011,14,06 to 10
EON SHENTON,SHENTON WAY,Office,"4,070,000.00","1,700.71","2,393",Jul-24,Strata,158,"25,759",99 yrs lease commencing from 2011,02,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"2,350,000.00","1,001.05","2,348",Jul-24,Strata,93,"25,269",999 yrs lease commencing from 1829,06,21 to 25
THE MEZZO,BALESTIER ROAD,Office,"1,300,000.00",753.48,"1,725",Jul-24,Strata,70,"18,571",Freehold,12,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"760,000.00",473.62,"1,605",Jul-24,Strata,44,"17,273",Freehold,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"900,000.00",441.32,"2,039",Jul-24,Strata,41,"21,951",Freehold,15,01 to 05
THE PLAZA,BEACH ROAD,Office,"1,180,000.00",871.88,"1,353",Jul-24,Strata,81,"14,568",99 yrs lease commencing from 1968,07,11 to 15
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Office,"688,000.00",452.09,"1,522",Jun-24,Strata,42,"16,381",99 yrs lease commencing from 1980,03,01 to 05
THE BENCOOLEN,BENCOOLEN STREET,Office,"1,080,000.00",753.48,"1,433",Jun-24,Strata,70,"15,429",99 yrs lease commencing from 1995,07,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,613,999.00",936.47,"1,723",Jun-24,Strata,87,"18,552",99 yrs lease commencing from 1970,02,11 to 15
THE ARIZON,GEYLANG ROAD,Office,"1,100,917.00","1,151.75",956,Jun-24,Strata,107,"10,289",Freehold,14,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"990,000.00",699.66,"1,415",Jun-24,Strata,65,"15,231",99 yrs lease commencing from 1974,07,06 to 10
GIFFARD MANSIONS,BALESTIER ROAD,Office,"635,000.00",355.21,"1,788",Jun-24,Strata,33,"19,242",Freehold,12,01 to 05
N.A.,HARBOUR DRIVE,Office,"160,000,000.00","138,836.22","1,152",Jun-24,Land,"12,898.20","12,405",95 yrs lease commencing from 2000,05,-
EAST VILLAGE,UPPER CHANGI ROAD,Office,"530,000.00",150.7,"3,517",Jun-24,Strata,14,"37,857",Freehold,16,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,000,000.00",473.62,"2,111",Jun-24,Strata,44,"22,727",99 yrs lease commencing from 1970,02,21 to 25
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,950,000.00",871.88,"2,237",Jun-24,Strata,81,"24,074",99 yrs lease commencing from 2011,14,11 to 15
PS100,PECK SEAH STREET,Office,"1,290,000.00",473.62,"2,724",Jun-24,Strata,44,"29,318",99 yrs lease commencing from 2011,02,06 to 10
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Office,"340,000.00",226.04,"1,504",Jun-24,Strata,21,"16,190",99 yrs lease commencing from 1980,03,B1 to B5
INTERNATIONAL PLAZA,ANSON ROAD,Office,"4,361,000.00","2,357.32","1,850",Jun-24,Strata,219,"19,913",99 yrs lease commencing from 1970,02,31 to 35
FORTUNE CENTRE,MIDDLE ROAD,Office,"1,752,000.00","1,140.98","1,536",Jun-24,Strata,106,"16,528",99 yrs lease commencing from 1980,07,16 to 20
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"920,460.00",667.37,"1,379",Jun-24,Strata,62,"14,846",99 yrs lease commencing from 1974,07,06 to 10
SOUTHBANK,NORTH BRIDGE ROAD,Office,"868,000.00",462.85,"1,875",Jun-24,Strata,43,"20,186",99 yrs lease commencing from 2006,07,01 to 05
EON SHENTON,SHENTON WAY,Office,"4,090,000.00","1,700.71","2,405",Jun-24,Strata,158,"25,886",99 yrs lease commencing from 2011,02,11 to 15
CENTRIUM SQUARE,SERANGOON ROAD,Office,"3,280,000.00","1,011.82","3,242",Jun-24,Strata,94,"34,894",Freehold,08,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,180,191.00",548.96,"2,150",Jun-24,Strata,51,"23,141",99 yrs lease commencing from 2014,25,06 to 10
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"980,000.00",538.2,"1,821",Jun-24,Strata,50,"19,600",99 yrs lease commencing from 1997,07,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"3,825,000.00","2,217.38","1,725",Jun-24,Strata,206,"18,568",99 yrs lease commencing from 1970,02,31 to 35
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,155,500.00",958,"2,250",May-24,Strata,89,"24,219",99 yrs lease commencing from 2011,14,11 to 15
MAPLETREE ANSON,ANSON ROAD,Office,"775,000,000.00","39,733.15","19,505",May-24,Land,"3,691.30","209,953",99 yrs lease commencing from 2007,02,-
TELOK BLANGAH HOUSE,TELOK BLANGAH ROAD,Office,"750,000.00",365.98,"2,049",May-24,Strata,34,"22,059",Freehold,04,01 to 05
111 SOMERSET,SOMERSET ROAD,Office,"2,200,000.00",796.54,"2,762",May-24,Strata,74,"29,730",99 yrs lease commencing from 1975,09,06 to 10
111 SOMERSET,SOMERSET ROAD,Office,"3,300,000.00","1,130.22","2,920",May-24,Strata,105,"31,429",99 yrs lease commencing from 1975,09,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,700,000.00",979.52,"2,756",May-24,Strata,91,"29,670",99 yrs lease commencing from 2014,25,01 to 05
LE SHANTIER,BALESTIER ROAD,Office,"1,350,000.00","1,011.82","1,334",May-24,Strata,94,"14,362",Freehold,12,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,190,000.00",559.73,"2,126",May-24,Strata,52,"22,885",99 yrs lease commencing from 2014,25,06 to 10
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"900,000.00",764.24,"1,178",May-24,Strata,71,"12,676",99 yrs lease commencing from 1974,07,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,695,000.00",721.19,"2,350",May-24,Strata,67,"25,299",99 yrs lease commencing from 2011,14,11 to 15
CONNEXION,FARRER PARK STATION ROAD,Office,"11,625,000.00","2,325.02","5,000",May-24,Strata,216,"53,819",99 yrs lease commencing from 2007,08,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,215,000.00",538.2,"2,258",May-24,Strata,50,"24,300",99 yrs lease commencing from 2011,14,01 to 05
TEAMBUILD CENTRE,GEYLANG ROAD,Office,"700,000.00","1,033.34",677,May-24,Strata,96,"7,292",99 yrs lease commencing from 2001,14,01 to 05
ICON@CHANGI,CHANGI ROAD,Office,"740,000.00",430.56,"1,719",May-24,Strata,40,"18,500",Freehold,14,01 to 05
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Office,"550,000.00",204.52,"2,689",May-24,Strata,19,"28,947",Freehold,19,01 to 05
WILMER PLACE,ARMENIAN STREET,Office,"26,500,000.00","7,649.97","3,464",May-24,Land,710.7,"37,287",99 yrs lease commencing from 1947,06,-
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,797,706.00","1,356.26","2,063",May-24,Strata,126,"22,204",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,731,093.00","1,323.97","2,063",May-24,Strata,123,"22,204",99 yrs lease commencing from 2011,14,06 to 10
NEW WORLD CENTRE,JALAN BERSEH,Office,"11,587,935.00","9,235.51","1,255",May-24,Strata,858,"13,506",99 yrs lease commencing from 1994,08,01 to 05
NEW WORLD CENTRE,JALAN BERSEH,Office,"1,515,864.00","1,334.74","1,136",May-24,Strata,124,"12,225",99 yrs lease commencing from 1994,08,01 to 05
NEW WORLD CENTRE,JALAN BERSEH,Office,"7,205,642.00","5,737.21","1,256",May-24,Strata,533,"13,519",99 yrs lease commencing from 1994,08,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"890,000.00",462.85,"1,923",May-24,Strata,43,"20,698",99 yrs lease commencing from 1970,02,16 to 20
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"3,390,000.00","1,485.43","2,282",May-24,Strata,138,"24,565",999 yrs lease commencing from 1829,06,16 to 20
NEW WORLD CENTRE,JALAN BERSEH,Office,"4,210,732.00","4,434.77",949,May-24,Strata,412,"10,220",99 yrs lease commencing from 1994,08,01 to 05
THE ADELPHI,COLEMAN STREET,Office,"1,520,000.00",505.91,"3,004",Apr-24,Strata,47,"32,340",999 yrs lease commencing from 1828,06,06 to 10
FORTUNE CENTRE,MIDDLE ROAD,Office,"2,440,000.00","1,668.42","1,462",Apr-24,Strata,155,"15,742",99 yrs lease commencing from 1980,07,06 to 10
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Office,"600,000.00",333.68,"1,798",Apr-24,Strata,31,"19,355",99 yrs lease commencing from 1980,03,01 to 05
HIGH STREET PLAZA,HIGH STREET,Office,"825,000.00",322.92,"2,555",Apr-24,Strata,30,"27,500",999 yrs lease commencing from 1827,06,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"380,000.00",161.46,"2,354",Apr-24,Strata,15,"25,333",99 yrs lease commencing from 1970,02,31 to 35
FORTUNE CENTRE,MIDDLE ROAD,Office,"2,003,000.00","1,313.21","1,525",Apr-24,Strata,122,"16,418",99 yrs lease commencing from 1980,07,16 to 20
PS100,PECK SEAH STREET,Office,"1,268,000.00",441.32,"2,873",Apr-24,Strata,41,"30,927",99 yrs lease commencing from 2011,02,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,564,212.00",753.48,"2,076",Apr-24,Strata,70,"22,346",99 yrs lease commencing from 2014,25,01 to 05
JALAN BESAR PLAZA,KITCHENER ROAD,Office,"690,000.00",301.39,"2,289",Apr-24,Strata,28,"24,643",Freehold,08,01 to 05
HEXACUBE,CHANGI ROAD,Office,"800,000.00",452.09,"1,770",Apr-24,Strata,42,"19,048",Freehold,14,01 to 05
WIS@CHANGI,CHANGI ROAD,Office,"620,000.00",484.38,"1,280",Apr-24,Strata,45,"13,778",Freehold,14,01 to 05
THE PLAZA,BEACH ROAD,Office,"800,000.00",333.68,"2,397",Apr-24,Strata,31,"25,806",99 yrs lease commencing from 1968,07,B1 to B5
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,000,000.00",570.49,"1,753",Apr-24,Strata,53,"18,868",99 yrs lease commencing from 2014,25,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"880,000.00",441.32,"1,994",Apr-24,Strata,41,"21,463",99 yrs lease commencing from 2013,22,06 to 10
N.A.,ARMENIAN STREET,Office,"2,770,000.00","1,151.75","2,405",Apr-24,Strata,107,"25,888",99 yrs lease commencing from 2007,06,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,250,000.00",538.2,"2,323",Apr-24,Strata,50,"25,000",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,268,000.00",548.96,"2,310",Apr-24,Strata,51,"24,863",99 yrs lease commencing from 2011,14,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,211,000.00",559.73,"2,164",Apr-24,Strata,52,"23,288",99 yrs lease commencing from 2014,25,06 to 10
EVERSHINE AND CENTURY COMPLEX,BEACH ROAD,Office,"4,900,000.00","2,529.54","1,937",Apr-24,Strata,235,"20,851",999 yrs lease commencing from 1827,07,-
SOHO LIFE,JOO CHIAT ROAD,Office,"768,158.00",409.03,"1,878",Mar-24,Strata,38,"20,215",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,080,000.00",484.38,"2,230",Mar-24,Strata,45,"24,000",99 yrs lease commencing from 2011,14,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,770,000.00",936.47,"1,890",Mar-24,Strata,87,"20,345",99 yrs lease commencing from 1970,02,21 to 25
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,325,497.00",559.73,"2,368",Mar-24,Strata,52,"25,490",99 yrs lease commencing from 2014,25,11 to 15
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"828,000.00",182.99,"4,525",Mar-24,Strata,17,"48,706",999 yrs lease commencing from 1883,21,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,257,777.00",613.55,"2,050",Mar-24,Strata,57,"22,066",999 yrs lease commencing from 1829,06,06 to 10
STUDIO8,JALAN AYER,Office,"1,000,000.00",430.56,"2,323",Mar-24,Strata,40,"25,000",Freehold,14,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,441,111.00",645.84,"2,231",Mar-24,Strata,60,"24,019",99 yrs lease commencing from 2014,25,06 to 10
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"750,000.00",516.67,"1,452",Mar-24,Strata,48,"15,625",Freehold,15,01 to 05
THE MODULES,JOO CHIAT ROAD,Office,"1,538,888.00",839.59,"1,833",Mar-24,Strata,78,"19,729",Freehold,15,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"699,700.00",699.66,"1,000",Mar-24,Strata,65,"10,765",99 yrs lease commencing from 1969,06,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"3,899,880.00","1,883.70","2,070",Feb-24,Strata,175,"22,285",99 yrs lease commencing from 1970,02,26 to 30
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,560,490.00",753.48,"2,071",Feb-24,Strata,70,"22,293",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,485,418.00",656.6,"2,262",Feb-24,Strata,61,"24,351",99 yrs lease commencing from 2014,25,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,040,600.00",484.38,"2,148",Feb-24,Strata,45,"23,124",99 yrs lease commencing from 2011,14,06 to 10
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"775,000.00",473.62,"1,636",Feb-24,Strata,44,"17,614",Freehold,14,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,314,000.00",656.6,"2,001",Feb-24,Strata,61,"21,541",999 yrs lease commencing from 1829,06,06 to 10
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"950,000.00",495.14,"1,919",Feb-24,Strata,46,"20,652",99 yrs lease commencing from 1997,07,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"25,656,000.00","10,774.76","2,381",Feb-24,Strata,"1,001","25,630",99 yrs lease commencing from 2013,22,21 to 25
VISION EXCHANGE,VENTURE DRIVE,Office,"33,322,000.00","14,014.73","2,378",Feb-24,Strata,"1,302","25,593",99 yrs lease commencing from 2013,22,21 to 25
HIGHLAND CENTRE,YIO CHU KANG ROAD,Office,"820,000.00",613.55,"1,336",Feb-24,Strata,57,"14,386",Freehold,19,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"600,000.00",441.32,"1,360",Feb-24,Strata,41,"14,634",Freehold,15,01 to 05
HIGH STREET PLAZA,HIGH STREET,Office,"290,000.00",86.11,"3,368",Feb-24,Strata,8,"36,250",999 yrs lease commencing from 1827,06,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Office,"740,000.00",452.09,"1,637",Feb-24,Strata,42,"17,619",99 yrs lease commencing from 1977,09,06 to 10
111 SOMERSET,SOMERSET ROAD,Office,"2,300,000.00",775.01,"2,968",Feb-24,Strata,72,"31,944",99 yrs lease commencing from 1975,09,11 to 15
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"372,800.00",279.86,"1,332",Feb-24,Strata,26,"14,338",99 yrs lease commencing from 1974,07,06 to 10
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"3,372,075.00","6,296.94",536,Feb-24,Strata,585,"5,764",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"3,680,967.00","6,684.44",551,Feb-24,Strata,621,"5,927",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"3,946,958.00","7,018.13",562,Feb-24,Strata,652,"6,054",99 yrs lease commencing from 1969,03,01 to 05
15 SCOTTS,SCOTTS ROAD,Office,"3,118,800.00",678.13,"4,599",Feb-24,Strata,63,"49,505",Freehold,09,06 to 10
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"1,500,000.00",322.92,"4,645",Feb-24,Strata,30,"50,000",Freehold,15,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,818,188.00",979.52,"1,856",Feb-24,Strata,91,"19,980",99 yrs lease commencing from 1970,02,26 to 30
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,188,000.00",559.73,"2,122",Feb-24,Strata,52,"22,846",99 yrs lease commencing from 2014,25,06 to 10
BURLINGTON SQUARE,BENCOOLEN STREET,Office,"968,000.00",581.26,"1,665",Jan-24,Strata,54,"17,926",99 yrs lease commencing from 1996,07,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"880,000.00",333.68,"2,637",Jan-24,Strata,31,"28,387",999 yrs lease commencing from 1829,06,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"650,000.00",527.44,"1,232",Jan-24,Strata,49,"13,265",99 yrs lease commencing from 1969,03,11 to 15
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,700,400.00",871.88,"1,950",Jan-24,Strata,81,"20,993",999 yrs lease commencing from 1829,06,06 to 10
SOHO LIFE,JOO CHIAT ROAD,Office,"660,000.00",355.21,"1,858",Jan-24,Strata,33,"20,000",Freehold,15,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"2,500,000.00","1,367.03","1,829",Jan-24,Strata,127,"19,685",99 yrs lease commencing from 1970,02,16 to 20
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,200,000.00",505.91,"2,372",Jan-24,Strata,47,"25,532",99 yrs lease commencing from 2011,14,11 to 15
THE PLAZA,BEACH ROAD,Office,"494,318.00",312.16,"1,584",Jan-24,Strata,29,"17,045",99 yrs lease commencing from 1968,07,01 to 05
REGENCY SUITES,KIM TIAN ROAD,Office,"1,280,000.00",592.02,"2,162",Jan-24,Strata,55,"23,273",Freehold,03,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Office,"2,070,000.00","1,356.26","1,526",Jan-24,Strata,126,"16,429",99 yrs lease commencing from 1980,07,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"890,000.00",462.85,"1,923",Jan-24,Strata,43,"20,698",99 yrs lease commencing from 1970,02,16 to 20
HEXACUBE,CHANGI ROAD,Office,"750,000.00",484.38,"1,548",Jan-24,Strata,45,"16,667",Freehold,14,01 to 05
BALMORAL PLAZA,BUKIT TIMAH ROAD,Office,"2,070,000.00",775.01,"2,671",Jan-24,Strata,72,"28,750",Freehold,10,01 to 05
N.A.,ARMENIAN STREET,Office,"4,480,000.00","1,808.35","2,477",Jan-24,Strata,168,"26,667",99 yrs lease commencing from 2007,06,06 to 10
SOUTHBANK,NORTH BRIDGE ROAD,Office,"625,000.00",193.75,"3,226",Jan-24,Strata,18,"34,722",99 yrs lease commencing from 2006,07,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Office,"3,000,000.00",430.56,"6,968",Jan-24,Strata,40,"75,000",Freehold,09,01 to 05
EON SHENTON,SHENTON WAY,Office,"2,400,000.00","1,033.34","2,323",Jan-24,Strata,96,"25,000",99 yrs lease commencing from 2011,02,11 to 15
THE PLAZA,BEACH ROAD,Office,"678,888.00",473.62,"1,433",Jan-24,Strata,44,"15,429",99 yrs lease commencing from 1968,07,06 to 10
N.A.,LORONG L TELOK KURAU,Office,"2,730,000.00","2,626.42","1,039",Jan-24,Strata,244,"11,189",Freehold,15,01 to 05
BYLANDS BUILDING,MIDDLE ROAD,Office,"465,000.00",247.57,"1,878",Jan-24,Strata,23,"20,217",99 yrs lease commencing from 1978,07,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"479,000.00",344.45,"1,391",Jan-24,Strata,32,"14,969",99 yrs lease commencing from 1969,03,11 to 15
GUTHRIE BUILDING,CHANGI ROAD,Office,"1,568,000.00","1,302.44","1,204",Jan-24,Strata,121,"12,959",Freehold,14,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"798,000.00",409.03,"1,951",Dec-23,Strata,38,"21,000",99 yrs lease commencing from 1970,02,21 to 25
SINGAPORE SHOPPING CENTRE,CLEMENCEAU AVENUE,Office,"769,296.00",516.67,"1,489",Dec-23,Strata,48,"16,027",99 yrs lease commencing from 1948,09,01 to 05
