Postal District,Floor Level,Floor Area (SQM),25th Percentile ($ PSM),Median ($PSM),75th Percentile ($PSM),Reference Period
15,Level 2 & 3,>30 - 100,62.39,72.22,197.50,2024Q3
15,Level 2 & 3,>100 - 300,78.87,99.47,195.30,2024Q3
15,Level 2 & 3,>300,72.75,75.51,79.45,2024Q3
15,Level 4 & Above,>30 - 100,135.99,170.96,193.67,2024Q3
15,B1 & Below,30 & Below,79.15,279.48,344.09,2024Q4
15,B1 & Below,>30 - 100,144.62,228.63,287.61,2024Q4
15,B1 & Below,>100 - 300,79.36,120.35,176.67,2024Q4
15,Level 1,30 & Below,60.65,81.30,132.92,2024Q4
15,Level 1,>30 - 100,64.05,95.29,140.61,2024Q4
15,Level 1,>100 - 300,85.13,115.52,188.27,2024Q4
15,Level 2 & 3,30 & Below,60.00,93.33,105.44,2024Q4
15,Level 2 & 3,>30 - 100,37.89,73.73,94.66,2024Q4
15,Level 2 & 3,>100 - 300,66.05,103.40,117.88,2024Q4
15,Level 4 & Above,>30 - 100,124.00,175.76,180.23,2024Q4
15,B1 & Below,30 & Below,97.28,125.19,311.54,2025Q1
15,B1 & Below,>30 - 100,142.08,208.49,231.33,2025Q1
15,Level 1,30 & Below,82.14,99.74,137.44,2025Q1
15,Level 1,>30 - 100,77.59,88.64,171.85,2025Q1
15,Level 1,>100 - 300,74.37,121.62,141.93,2025Q1
15,Level 2 & 3,30 & Below,72.36,90.72,123.23,2025Q1
15,Level 2 & 3,>30 - 100,67.31,97.56,202.07,2025Q1
15,Level 2 & 3,>100 - 300,103.55,147.37,167.73,2025Q1
15,Level 2 & 3,>300,94.53,136.92,138.05,2025Q1
15,Level 4 & Above,>30 - 100,73.56,98.66,124.22,2025Q1
15,B1 & Below,30 & Below,79.60,123.42,236.49,2025Q2
15,B1 & Below,>30 - 100,162.90,202.93,307.71,2025Q2
15,B1 & Below,>100 - 300,243.90,266.28,268.52,2025Q2
15,Level 1,30 & Below,72.69,90.41,111.37,2025Q2
15,Level 1,>30 - 100,83.75,97.37,109.16,2025Q2
15,Level 1,>100 - 300,83.98,108.27,122.77,2025Q2
15,Level 2 & 3,30 & Below,67.87,75.25,82.03,2025Q2
15,Level 2 & 3,>30 - 100,69.76,133.08,229.06,2025Q2
15,Level 2 & 3,>100 - 300,44.90,68.40,114.76,2025Q2
15,Level 2 & 3,>300,91.52,105.07,114.43,2025Q2
15,Level 4 & Above,>30 - 100,59.74,69.28,72.41,2025Q2
15,Level 4 & Above,>100 - 300,57.58,69.94,70.39,2025Q2
16,B1 & Below,30 & Below,203.43,251.33,517.77,2021Q1
16,B1 & Below,>30 - 100,171.66,182.73,225.48,2021Q1
16,Level 1,30 & Below,82.64,86.28,90.61,2021Q1
16,Level 1,>30 - 100,94.24,130.38,193.40,2021Q1
16,Level 1,>100 - 300,103.03,145.17,176.49,2021Q1
16,Level 2 & 3,>30 - 100,105.06,143.47,187.31,2021Q1
16,Level 2 & 3,>100 - 300,105.42,127.66,149.44,2021Q1
16,B1 & Below,>30 - 100,148.45,190.68,204.43,2021Q2
16,Level 1,30 & Below,84.30,98.68,104.17,2021Q2
16,Level 1,>30 - 100,109.75,160.12,276.26,2021Q2
16,Level 1,>100 - 300,84.10,112.99,127.38,2021Q2
16,B1 & Below,>30 - 100,164.70,205.31,246.97,2021Q3
16,B1 & Below,>100 - 300,104.16,120.82,195.50,2021Q3
16,Level 1,30 & Below,85.33,95.12,106.07,2021Q3
16,Level 1,>30 - 100,101.99,119.80,139.40,2021Q3
16,Level 1,>100 - 300,68.14,84.60,116.33,2021Q3
16,Level 2 & 3,>30 - 100,96.74,114.22,137.06,2021Q3
16,Level 2 & 3,>100 - 300,47.23,69.64,88.66,2021Q3
16,B1 & Below,30 & Below,144.87,394.59,498.87,2021Q4
16,B1 & Below,>30 - 100,204.59,232.80,278.99,2021Q4
16,Level 1,30 & Below,81.58,100.00,111.00,2021Q4
16,Level 1,>30 - 100,90.89,141.51,205.40,2021Q4
16,Level 1,>100 - 300,120.22,131.20,142.26,2021Q4
16,Level 2 & 3,>30 - 100,61.18,69.94,107.30,2021Q4
16,B1 & Below,30 & Below,276.09,385.09,531.12,2022Q1
16,B1 & Below,>30 - 100,177.23,231.87,248.60,2022Q1
16,B1 & Below,>100 - 300,142.78,183.36,210.33,2022Q1
16,Level 1,30 & Below,88.17,100.00,110.00,2022Q1
16,Level 1,>30 - 100,63.96,102.16,132.64,2022Q1
16,Level 1,>100 - 300,94.98,99.78,127.79,2022Q1
16,Level 2 & 3,>100 - 300,91.43,97.81,102.13,2022Q1
16,Level 2 & 3,>300,57.72,63.31,66.07,2022Q1
16,B1 & Below,30 & Below,296.20,373.20,519.41,2022Q2
16,B1 & Below,>30 - 100,197.24,220.48,303.12,2022Q2
16,Level 1,30 & Below,113.05,120.53,167.83,2022Q2
16,Level 1,>30 - 100,93.75,114.59,167.79,2022Q2
16,Level 1,>100 - 300,79.10,90.68,108.35,2022Q2
16,Level 1,>300,76.99,88.22,98.08,2022Q2
16,Level 2 & 3,>100 - 300,99.17,101.15,105.05,2022Q2
16,B1 & Below,30 & Below,326.57,354.15,408.05,2022Q3
16,B1 & Below,>30 - 100,224.46,246.65,265.91,2022Q3
16,Level 1,30 & Below,95.00,107.62,128.00,2022Q3
16,Level 1,>30 - 100,86.12,116.38,204.52,2022Q3
16,Level 1,>100 - 300,128.20,139.72,152.21,2022Q3
16,Level 2 & 3,>30 - 100,74.41,92.50,116.62,2022Q3
16,B1 & Below,30 & Below,279.21,373.24,456.06,2022Q4
16,B1 & Below,>30 - 100,151.71,195.87,257.07,2022Q4
16,B1 & Below,>100 - 300,103.35,185.66,347.82,2022Q4
16,Level 1,30 & Below,100.00,110.00,224.26,2022Q4
16,Level 1,>30 - 100,65.61,104.19,223.47,2022Q4
16,Level 1,>100 - 300,62.50,107.66,129.31,2022Q4
16,Level 2 & 3,>30 - 100,96.14,107.98,138.38,2022Q4
16,B1 & Below,>30 - 100,266.63,277.33,279.34,2023Q1
16,B1 & Below,>100 - 300,172.85,222.45,260.42,2023Q1
16,Level 1,30 & Below,98.04,105.26,113.12,2023Q1
16,Level 1,>30 - 100,108.10,198.64,269.62,2023Q1
16,Level 1,>100 - 300,144.58,153.19,199.88,2023Q1
16,B1 & Below,>30 - 100,229.48,279.05,313.12,2023Q2
16,B1 & Below,>100 - 300,194.24,225.45,249.00,2023Q2
16,Level 1,30 & Below,92.98,110.71,127.34,2023Q2
16,Level 1,>30 - 100,117.76,136.23,221.31,2023Q2
16,Level 1,>100 - 300,117.40,148.38,229.92,2023Q2
16,B1 & Below,30 & Below,297.26,330.82,358.56,2023Q3
16,B1 & Below,>30 - 100,248.69,284.21,311.61,2023Q3
16,Level 1,30 & Below,107.62,119.05,189.47,2023Q3
16,Level 1,>30 - 100,80.59,125.00,177.19,2023Q3
16,Level 1,>100 - 300,109.63,121.48,136.34,2023Q3
16,B1 & Below,30 & Below,312.65,372.60,379.29,2023Q4
16,B1 & Below,>30 - 100,220.94,248.28,266.38,2023Q4
16,Level 1,30 & Below,82.22,99.35,118.57,2023Q4
16,Level 1,>30 - 100,111.83,192.60,277.20,2023Q4
16,Level 1,>100 - 300,96.31,108.48,199.20,2023Q4
16,B1 & Below,30 & Below,300.57,428.15,554.53,2024Q1
16,B1 & Below,>30 - 100,236.29,291.52,313.26,2024Q1
16,B1 & Below,>100 - 300,133.58,197.17,240.09,2024Q1
16,Level 1,30 & Below,104.24,128.80,227.93,2024Q1
16,Level 1,>30 - 100,118.41,136.23,236.02,2024Q1
16,Level 1,>100 - 300,152.55,179.66,226.75,2024Q1
16,Level 2 & 3,>30 - 100,136.78,154.02,180.58,2024Q1
16,B1 & Below,>30 - 100,229.68,252.11,284.89,2024Q2
16,B1 & Below,>100 - 300,159.98,214.88,269.17,2024Q2
16,Level 1,30 & Below,116.01,130.40,146.78,2024Q2
16,Level 1,>30 - 100,119.46,144.68,230.92,2024Q2
16,Level 1,>100 - 300,107.73,113.07,114.51,2024Q2
16,Level 2 & 3,>30 - 100,137.26,146.65,156.23,2024Q2
16,B1 & Below,30 & Below,316.15,363.19,431.99,2024Q3
16,B1 & Below,>30 - 100,175.57,195.24,221.98,2024Q3
16,Level 1,30 & Below,107.50,116.67,160.61,2024Q3
16,Level 1,>30 - 100,115.38,218.46,263.76,2024Q3
16,Level 1,>100 - 300,119.09,148.61,187.31,2024Q3
16,Level 2 & 3,>30 - 100,106.00,115.96,126.03,2024Q3
16,B1 & Below,>30 - 100,233.95,248.77,330.17,2024Q4
16,B1 & Below,>100 - 300,138.39,154.15,183.95,2024Q4
16,Level 1,30 & Below,93.93,120.00,129.56,2024Q4
16,Level 1,>30 - 100,78.45,153.67,233.63,2024Q4
16,Level 1,>100 - 300,214.10,230.79,286.15,2024Q4
16,Level 2 & 3,>30 - 100,130.46,171.40,267.97,2024Q4
16,B1 & Below,30 & Below,360.80,420.03,485.29,2025Q1
16,B1 & Below,>30 - 100,254.45,255.80,295.93,2025Q1
16,B1 & Below,>100 - 300,209.32,221.79,248.64,2025Q1
16,Level 1,30 & Below,106.38,117.39,120.00,2025Q1
16,Level 1,>30 - 100,139.55,149.31,235.04,2025Q1
16,Level 2 & 3,>30 - 100,160.07,205.79,270.71,2025Q1
16,Level 2 & 3,>100 - 300,143.63,167.53,231.61,2025Q1
16,B1 & Below,>30 - 100,170.09,236.04,292.36,2025Q2
16,B1 & Below,>100 - 300,191.96,192.47,314.13,2025Q2
16,B1 & Below,>300,64.44,89.80,95.89,2025Q2
16,Level 1,30 & Below,100.00,103.45,112.50,2025Q2
16,Level 1,>30 - 100,186.23,225.38,290.74,2025Q2
16,Level 1,>100 - 300,102.61,113.93,222.86,2025Q2
17,B1 & Below,30 & Below,382.53,417.83,514.38,2021Q1
17,B1 & Below,>30 - 100,288.02,330.65,333.73,2021Q1
17,B1 & Below,30 & Below,340.50,362.83,605.50,2021Q2
17,Level 1,>30 - 100,177.01,235.63,255.78,2021Q3
17,Level 1,>30 - 100,208.33,215.28,236.56,2021Q4
17,B1 & Below,>30 - 100,199.58,203.56,218.21,2022Q1
17,B1 & Below,>100 - 300,165.49,198.36,270.28,2022Q1
17,Level 2 & 3,>100 - 300,169.54,185.68,205.86,2022Q1
17,Level 4 & Above,>100 - 300,150.77,177.60,194.11,2022Q1
17,B1 & Below,30 & Below,268.44,336.12,353.99,2022Q2
17,B1 & Below,>30 - 100,161.23,185.22,220.98,2022Q2
17,B1 & Below,>100 - 300,168.93,182.75,271.61,2022Q2
17,Level 1,>30 - 100,113.50,145.83,224.81,2022Q2
17,Level 1,>100 - 300,102.34,128.23,162.66,2022Q2
17,Level 2 & 3,>30 - 100,130.54,141.70,189.64,2022Q2
17,Level 2 & 3,>100 - 300,146.49,168.46,202.80,2022Q2
17,Level 4 & Above,>30 - 100,99.36,152.39,178.82,2022Q2
17,Level 4 & Above,>100 - 300,99.40,135.37,172.23,2022Q2
17,B1 & Below,30 & Below,446.60,475.29,477.57,2022Q3
17,B1 & Below,>30 - 100,187.88,286.70,371.44,2022Q3
17,B1 & Below,>100 - 300,211.55,249.15,276.45,2022Q3
17,Level 1,>30 - 100,201.31,246.84,298.60,2022Q3
17,Level 1,>100 - 300,200.42,222.04,233.70,2022Q3
17,Level 2 & 3,>100 - 300,104.08,139.35,161.77,2022Q3
17,B1 & Below,30 & Below,397.80,400.26,435.80,2022Q4
17,B1 & Below,>30 - 100,129.85,157.58,353.90,2022Q4
17,B1 & Below,>100 - 300,188.89,207.19,269.75,2022Q4
17,Level 1,>30 - 100,107.64,121.21,339.59,2022Q4
17,Level 1,>100 - 300,200.39,246.82,295.66,2022Q4
17,Level 2 & 3,30 & Below,339.49,385.71,402.14,2022Q4
17,Level 2 & 3,>30 - 100,142.09,243.82,522.43,2022Q4
17,Level 2 & 3,>100 - 300,134.37,191.03,215.79,2022Q4
17,Level 2 & 3,>300,71.43,98.63,113.03,2022Q4
17,B1 & Below,>100 - 300,183.59,221.64,297.29,2023Q1
17,Level 1,>100 - 300,158.18,187.61,188.40,2023Q1
17,Level 2 & 3,>100 - 300,200.64,209.89,221.06,2023Q1
17,Level 4 & Above,>100 - 300,117.68,122.55,150.95,2023Q1
17,B1 & Below,30 & Below,367.25,411.06,465.90,2023Q2
17,B1 & Below,>30 - 100,189.62,256.14,371.11,2023Q2
17,Level 4 & Above,>100 - 300,145.55,161.88,172.62,2023Q2
17,B1 & Below,>30 - 100,174.78,194.40,201.37,2023Q3
17,Level 1,>30 - 100,322.92,344.45,353.54,2023Q3
17,Level 1,>100 - 300,155.45,215.28,234.35,2023Q3
17,Level 2 & 3,>30 - 100,192.74,266.75,348.77,2023Q3
17,Level 2 & 3,>100 - 300,152.93,231.82,326.87,2023Q3
17,Level 4 & Above,>100 - 300,150.05,179.96,206.56,2023Q3
17,B1 & Below,30 & Below,498.69,517.70,519.43,2023Q4
17,B1 & Below,>30 - 100,199.41,268.87,287.81,2023Q4
17,B1 & Below,>100 - 300,244.97,272.47,342.93,2023Q4
17,Level 1,>100 - 300,183.28,212.37,224.43,2023Q4
17,Level 2 & 3,>100 - 300,192.51,206.52,212.91,2023Q4
17,Level 2 & 3,>300,131.29,142.57,145.79,2023Q4
17,B1 & Below,>100 - 300,215.86,282.80,346.31,2024Q1
17,B1 & Below,30 & Below,334.88,442.28,458.26,2024Q2
17,B1 & Below,>30 - 100,219.44,265.93,286.75,2024Q2
17,Level 1,>30 - 100,241.25,246.00,303.37,2024Q2
17,Level 2 & 3,>100 - 300,169.94,251.62,262.51,2024Q2
17,B1 & Below,30 & Below,561.35,588.20,640.00,2024Q3
17,B1 & Below,>30 - 100,281.25,287.94,372.45,2024Q3
17,B1 & Below,30 & Below,480.59,490.61,501.39,2024Q4
17,B1 & Below,>30 - 100,263.33,290.90,305.78,2024Q4
17,B1 & Below,>100 - 300,292.41,326.89,332.83,2024Q4
17,Level 1,30 & Below,453.39,475.62,533.33,2024Q4
17,Level 1,>30 - 100,371.79,408.02,416.29,2024Q4
17,Level 2 & 3,>100 - 300,260.33,268.85,319.84,2024Q4
17,B1 & Below,30 & Below,255.79,442.82,482.59,2025Q1
17,B1 & Below,>30 - 100,329.38,376.73,393.82,2025Q1
17,Level 1,30 & Below,529.98,564.49,610.10,2025Q1
17,Level 1,>30 - 100,339.53,383.43,420.68,2025Q1
17,Level 2 & 3,>30 - 100,258.09,393.97,438.94,2025Q1
17,B1 & Below,30 & Below,232.07,313.59,402.08,2025Q2
17,B1 & Below,>30 - 100,205.10,350.80,411.23,2025Q2
17,B1 & Below,>100 - 300,216.52,280.90,359.86,2025Q2
17,Level 1,>30 - 100,335.78,384.33,426.27,2025Q2
18,B1 & Below,30 & Below,338.12,371.48,422.88,2021Q1
18,B1 & Below,>30 - 100,241.40,266.24,291.11,2021Q1
18,B1 & Below,>100 - 300,150.80,176.30,204.09,2021Q1
18,Level 1,30 & Below,202.63,267.19,426.70,2021Q1
18,Level 1,>30 - 100,120.37,161.46,310.41,2021Q1
18,Level 1,>100 - 300,104.52,158.84,248.72,2021Q1
18,Level 2 & 3,30 & Below,145.28,194.13,280.25,2021Q1
18,Level 2 & 3,>30 - 100,159.24,213.01,271.93,2021Q1
18,Level 2 & 3,>100 - 300,64.57,100.37,181.42,2021Q1
18,Level 4 & Above,>30 - 100,155.36,188.42,198.48,2021Q1
18,Level 4 & Above,>100 - 300,142.07,153.73,165.82,2021Q1
18,Level 4 & Above,>300,95.67,109.40,113.13,2021Q1
18,B1 & Below,30 & Below,396.48,418.65,426.15,2021Q2
18,B1 & Below,>30 - 100,291.86,373.72,391.35,2021Q2
18,B1 & Below,>100 - 300,202.48,235.31,287.56,2021Q2
18,Level 1,30 & Below,161.83,200.00,432.21,2021Q2
18,Level 1,>30 - 100,103.89,176.41,325.56,2021Q2
18,Level 1,>100 - 300,203.63,270.96,303.28,2021Q2
18,Level 2 & 3,30 & Below,322.86,372.16,396.61,2021Q2
18,Level 2 & 3,>30 - 100,163.99,183.67,272.83,2021Q2
18,Level 2 & 3,>100 - 300,110.78,145.20,204.87,2021Q2
18,Level 4 & Above,>30 - 100,165.73,168.35,246.29,2021Q2
18,Level 4 & Above,>100 - 300,124.74,158.58,192.04,2021Q2
18,Level 4 & Above,>300,57.68,97.34,142.17,2021Q2
18,B1 & Below,30 & Below,307.50,394.30,418.50,2021Q3
18,B1 & Below,>30 - 100,198.75,249.28,306.19,2021Q3
18,B1 & Below,>100 - 300,209.50,210.11,226.89,2021Q3
18,Level 1,30 & Below,281.04,374.13,482.02,2021Q3
18,Level 1,>30 - 100,145.89,220.59,299.85,2021Q3
18,Level 1,>100 - 300,206.92,233.61,311.58,2021Q3
18,Level 2 & 3,30 & Below,129.18,166.63,295.87,2021Q3
18,Level 2 & 3,>30 - 100,151.56,191.95,243.39,2021Q3
18,Level 2 & 3,>100 - 300,160.97,181.86,192.57,2021Q3
18,Level 4 & Above,30 & Below,109.81,109.86,171.39,2021Q3
18,Level 4 & Above,>30 - 100,184.10,199.91,206.36,2021Q3
18,B1 & Below,30 & Below,314.51,325.13,335.65,2021Q4
18,Level 1,30 & Below,328.78,408.59,531.40,2021Q4
18,Level 1,>30 - 100,140.10,190.48,374.07,2021Q4
18,Level 1,>100 - 300,135.59,154.75,254.40,2021Q4
18,Level 2 & 3,30 & Below,177.38,240.67,258.75,2021Q4
18,Level 2 & 3,>30 - 100,136.19,175.08,251.93,2021Q4
18,Level 2 & 3,>100 - 300,115.38,132.22,174.78,2021Q4
18,B1 & Below,30 & Below,455.44,474.73,520.87,2022Q1
18,B1 & Below,>30 - 100,210.17,222.83,231.90,2022Q1
18,Level 1,30 & Below,198.13,510.67,531.88,2022Q1
18,Level 1,>30 - 100,157.49,199.39,302.70,2022Q1
18,Level 1,>100 - 300,178.44,249.83,296.81,2022Q1
18,Level 2 & 3,30 & Below,213.38,244.92,333.56,2022Q1
18,Level 2 & 3,>30 - 100,108.93,131.08,207.25,2022Q1
18,Level 2 & 3,>100 - 300,132.36,137.88,152.11,2022Q1
18,Level 2 & 3,>300,74.76,84.56,131.92,2022Q1
18,Level 4 & Above,>30 - 100,150.08,160.19,162.57,2022Q1
18,Level 4 & Above,>100 - 300,113.14,141.84,155.33,2022Q1
18,B1 & Below,30 & Below,398.00,419.56,551.54,2022Q2
18,B1 & Below,>30 - 100,174.59,296.53,384.61,2022Q2
18,Level 1,30 & Below,167.16,190.00,419.10,2022Q2
18,Level 1,>30 - 100,131.32,187.50,341.62,2022Q2
18,Level 1,>100 - 300,67.92,78.28,98.44,2022Q2
18,Level 2 & 3,30 & Below,201.50,203.52,243.31,2022Q2
18,Level 2 & 3,>30 - 100,119.06,185.48,253.96,2022Q2
18,Level 2 & 3,>100 - 300,96.00,119.44,173.39,2022Q2
18,Level 2 & 3,>300,61.54,68.05,82.36,2022Q2
18,Level 4 & Above,30 & Below,202.17,259.33,345.83,2022Q2
18,Level 4 & Above,>30 - 100,108.26,155.40,190.97,2022Q2
18,Level 4 & Above,>100 - 300,120.35,127.88,154.86,2022Q2
18,B1 & Below,30 & Below,368.47,444.41,513.72,2022Q3
18,B1 & Below,>30 - 100,221.36,312.04,377.57,2022Q3
18,B1 & Below,>100 - 300,148.43,164.51,232.07,2022Q3
18,Level 1,30 & Below,167.13,178.95,291.07,2022Q3
18,Level 1,>30 - 100,103.80,120.03,201.32,2022Q3
18,Level 1,>100 - 300,124.06,204.45,257.97,2022Q3
18,Level 2 & 3,30 & Below,202.90,212.39,291.05,2022Q3
18,Level 2 & 3,>30 - 100,131.60,177.76,293.89,2022Q3
18,Level 2 & 3,>100 - 300,93.28,157.11,190.41,2022Q3
18,Level 4 & Above,>30 - 100,170.57,220.43,237.22,2022Q3
18,B1 & Below,30 & Below,341.67,408.69,525.12,2022Q4
18,B1 & Below,>30 - 100,241.26,306.56,341.88,2022Q4
18,B1 & Below,>100 - 300,179.36,229.34,243.54,2022Q4
18,B1 & Below,>300,96.45,110.11,153.22,2022Q4
18,Level 1,30 & Below,264.71,392.86,408.59,2022Q4
18,Level 1,>30 - 100,169.13,275.68,359.55,2022Q4
18,Level 1,>100 - 300,55.37,83.94,130.92,2022Q4
18,Level 1,>300,14.64,29.71,114.85,2022Q4
18,Level 2 & 3,30 & Below,175.82,228.18,269.95,2022Q4
18,Level 2 & 3,>30 - 100,115.27,132.65,155.06,2022Q4
18,Level 2 & 3,>100 - 300,103.00,130.49,152.92,2022Q4
18,Level 2 & 3,>300,31.76,55.25,110.47,2022Q4
18,Level 4 & Above,30 & Below,113.44,113.64,253.91,2022Q4
18,Level 4 & Above,>100 - 300,132.41,139.21,160.50,2022Q4
18,Level 4 & Above,>300,32.72,50.74,86.21,2022Q4
18,B1 & Below,30 & Below,366.71,389.29,451.11,2023Q1
18,Level 1,30 & Below,306.12,460.15,502.76,2023Q1
18,Level 1,>30 - 100,148.22,271.38,357.98,2023Q1
18,Level 1,>100 - 300,115.22,230.35,260.78,2023Q1
18,Level 2 & 3,30 & Below,181.46,194.38,243.32,2023Q1
18,Level 2 & 3,>30 - 100,168.03,184.51,259.26,2023Q1
18,Level 2 & 3,>100 - 300,102.86,133.52,178.37,2023Q1
18,Level 4 & Above,>100 - 300,143.29,184.91,246.38,2023Q1
18,B1 & Below,30 & Below,366.00,433.71,474.20,2023Q2
18,B1 & Below,>30 - 100,210.10,284.38,365.87,2023Q2
18,B1 & Below,>100 - 300,174.51,216.92,233.15,2023Q2
18,B1 & Below,>300,121.60,127.16,155.24,2023Q2
18,Level 1,30 & Below,128.92,410.16,472.67,2023Q2
18,Level 1,>30 - 100,107.76,155.92,249.26,2023Q2
18,Level 1,>100 - 300,108.92,144.41,185.86,2023Q2
18,Level 2 & 3,30 & Below,206.42,238.04,268.52,2023Q2
18,Level 2 & 3,>30 - 100,176.34,202.76,296.10,2023Q2
18,Level 2 & 3,>100 - 300,112.78,146.03,179.95,2023Q2
18,Level 2 & 3,>300,86.21,119.50,163.31,2023Q2
18,Level 4 & Above,30 & Below,111.75,113.64,181.11,2023Q2
18,Level 4 & Above,>30 - 100,266.38,281.65,292.79,2023Q2
18,Level 4 & Above,>100 - 300,172.39,193.65,244.46,2023Q2
18,Level 4 & Above,>300,39.71,47.13,99.71,2023Q2
18,B1 & Below,30 & Below,365.95,435.47,476.97,2023Q3
18,B1 & Below,>30 - 100,257.09,331.97,361.50,2023Q3
18,B1 & Below,>100 - 300,178.03,202.98,235.52,2023Q3
18,Level 1,30 & Below,169.86,197.40,346.25,2023Q3
18,Level 1,>30 - 100,128.59,225.51,352.93,2023Q3
18,Level 1,>100 - 300,157.00,166.48,196.77,2023Q3
18,Level 2 & 3,30 & Below,257.03,272.90,400.02,2023Q3
18,Level 2 & 3,>30 - 100,169.66,213.42,241.79,2023Q3
18,Level 2 & 3,>100 - 300,139.32,149.24,157.18,2023Q3
18,Level 2 & 3,>300,92.79,99.47,155.07,2023Q3
18,Level 4 & Above,>30 - 100,168.61,229.75,255.66,2023Q3
18,Level 4 & Above,>100 - 300,65.70,124.29,139.64,2023Q3
18,B1 & Below,30 & Below,375.82,445.57,453.56,2023Q4
18,B1 & Below,>30 - 100,184.91,259.61,342.37,2023Q4
18,B1 & Below,>100 - 300,182.39,267.28,373.85,2023Q4
18,Level 1,30 & Below,264.71,408.59,531.44,2023Q4
18,Level 1,>30 - 100,282.86,366.25,452.23,2023Q4
18,Level 1,>100 - 300,225.56,246.15,278.36,2023Q4
18,Level 2 & 3,30 & Below,173.65,187.72,340.42,2023Q4
18,Level 2 & 3,>30 - 100,145.73,216.03,262.60,2023Q4
18,Level 2 & 3,>100 - 300,148.32,165.81,211.57,2023Q4
18,Level 4 & Above,>30 - 100,183.98,237.07,290.57,2023Q4
18,B1 & Below,30 & Below,485.85,597.73,718.22,2024Q1
18,B1 & Below,>30 - 100,198.26,228.35,340.69,2024Q1
18,B1 & Below,>100 - 300,161.41,194.42,227.54,2024Q1
18,Level 1,30 & Below,163.55,367.25,500.00,2024Q1
18,Level 1,>30 - 100,123.40,225.19,303.66,2024Q1
18,Level 1,>100 - 300,144.23,220.26,267.32,2024Q1
18,Level 2 & 3,30 & Below,207.77,251.82,313.13,2024Q1
18,Level 2 & 3,>30 - 100,141.16,150.89,204.11,2024Q1
18,Level 2 & 3,>100 - 300,103.95,164.71,189.85,2024Q1
18,Level 4 & Above,30 & Below,129.70,145.77,235.51,2024Q1
18,Level 4 & Above,>30 - 100,105.90,161.20,216.31,2024Q1
18,Level 4 & Above,>100 - 300,237.86,279.40,320.33,2024Q1
18,Level 4 & Above,>300,110.58,139.98,144.14,2024Q1
18,B1 & Below,30 & Below,464.11,607.74,817.17,2024Q2
18,B1 & Below,>30 - 100,245.81,335.39,406.36,2024Q2
18,B1 & Below,>100 - 300,230.62,281.67,310.22,2024Q2
18,Level 1,30 & Below,228.04,380.66,497.99,2024Q2
18,Level 1,>30 - 100,133.25,198.72,283.58,2024Q2
18,Level 1,>100 - 300,189.32,276.57,369.29,2024Q2
18,Level 2 & 3,30 & Below,295.71,382.78,469.27,2024Q2
18,Level 2 & 3,>30 - 100,172.48,224.72,284.22,2024Q2
18,Level 2 & 3,>100 - 300,143.42,166.99,181.75,2024Q2
18,Level 2 & 3,>300,159.38,183.88,244.78,2024Q2
18,Level 4 & Above,>100 - 300,149.73,154.60,165.91,2024Q2
18,B1 & Below,30 & Below,426.37,437.47,480.37,2024Q3
18,B1 & Below,>30 - 100,234.45,258.23,340.77,2024Q3
18,Level 1,30 & Below,140.20,194.10,419.94,2024Q3
18,Level 1,>30 - 100,168.65,310.22,338.82,2024Q3
18,Level 1,>100 - 300,84.98,177.60,237.13,2024Q3
18,Level 1,>300,83.84,84.95,130.73,2024Q3
18,Level 2 & 3,30 & Below,211.64,247.04,288.92,2024Q3
18,Level 2 & 3,>30 - 100,155.70,181.31,209.80,2024Q3
18,Level 2 & 3,>100 - 300,160.02,165.48,219.81,2024Q3
18,Level 4 & Above,>30 - 100,203.31,207.31,209.30,2024Q3
18,Level 4 & Above,>100 - 300,98.44,123.95,168.33,2024Q3
18,B1 & Below,30 & Below,414.22,439.50,458.80,2024Q4
18,B1 & Below,>300,81.64,92.39,105.03,2024Q4
18,Level 1,30 & Below,150.22,267.95,464.80,2024Q4
18,Level 1,>30 - 100,286.96,398.36,463.00,2024Q4
18,Level 1,>100 - 300,115.81,154.53,210.46,2024Q4
18,Level 1,>300,51.27,76.69,78.85,2024Q4
18,Level 2 & 3,30 & Below,211.79,309.80,355.17,2024Q4
18,Level 2 & 3,>30 - 100,147.58,187.14,260.36,2024Q4
18,Level 2 & 3,>100 - 300,141.39,183.06,199.29,2024Q4
18,Level 2 & 3,>300,110.02,124.66,135.88,2024Q4
18,Level 4 & Above,>100 - 300,133.49,204.39,211.56,2024Q4
18,B1 & Below,30 & Below,476.22,490.59,517.59,2025Q1
18,B1 & Below,>30 - 100,316.71,330.02,383.94,2025Q1
18,B1 & Below,>300,127.42,146.79,161.56,2025Q1
18,Level 1,30 & Below,135.38,482.57,522.60,2025Q1
18,Level 1,>30 - 100,128.69,374.03,425.27,2025Q1
18,Level 1,>100 - 300,145.83,215.83,293.38,2025Q1
18,Level 2 & 3,30 & Below,252.55,256.15,336.70,2025Q1
18,Level 2 & 3,>30 - 100,134.16,174.14,311.80,2025Q1
18,Level 2 & 3,>100 - 300,125.27,149.34,153.16,2025Q1
18,Level 4 & Above,>30 - 100,187.22,208.23,240.58,2025Q1
18,Level 4 & Above,>100 - 300,166.34,187.38,223.16,2025Q1
18,B1 & Below,30 & Below,415.71,495.31,553.78,2025Q2
18,B1 & Below,>30 - 100,175.86,185.06,233.44,2025Q2
18,B1 & Below,>100 - 300,158.66,182.26,229.20,2025Q2
